0.0,1.0,1.0,0.0,0.0,591.0
1.0,1.0,1.0,0.0,0.0,646.0
2.0,1.0,1.0,0.0,0.0,661.0
3.0,1.0,1.0,0.0,0.0,622.0
4.0,1.0,1.0,0.0,0.0,586.0
5.0,1.0,1.0,0.0,0.0,554.0
6.0,1.0,1.0,0.0,0.0,539.0
7.0,1.0,1.0,0.0,0.0,527.0
8.0,1.0,1.0,0.0,0.0,515.0
9.0,1.0,1.0,0.0,0.0,511.0
10.0,1.0,1.0,0.0,0.0,495.0
11.0,1.0,1.0,0.0,0.0,499.0
12.0,1.0,1.0,0.0,0.0,494.0
13.0,1.0,1.0,0.0,0.0,422.0
14.0,1.0,1.0,0.0,0.0,379.0
15.0,1.0,1.0,0.0,0.0,369.0
0.0,1.0,1.0,0.0,0.0,391.0
1.0,1.0,1.0,0.0,0.0,422.0
2.0,1.0,1.0,0.0,0.0,471.0
3.0,1.0,1.0,0.0,0.0,526.0
4.0,1.0,1.0,0.0,0.0,587.0
5.0,1.0,1.0,0.0,0.0,649.0
6.0,1.0,1.0,0.0,0.0,666.0
7.0,1.0,1.0,0.0,0.0,613.0
8.0,1.0,1.0,0.0,0.0,583.0
9.0,1.0,1.0,0.0,0.0,552.0
10.0,1.0,1.0,0.0,0.0,547.0
11.0,1.0,1.0,0.0,0.0,531.0
12.0,1.0,1.0,0.0,0.0,516.0
13.0,1.0,1.0,0.0,0.0,509.0
14.0,1.0,1.0,0.0,0.0,504.0
15.0,1.0,1.0,0.0,0.0,502.0
0.0,1.0,1.0,0.0,0.0,480.0
1.0,1.0,1.0,0.0,0.0,413.0
2.0,1.0,1.0,0.0,0.0,379.0
3.0,1.0,1.0,0.0,0.0,363.0
4.0,1.0,1.0,0.0,0.0,388.0
5.0,1.0,1.0,0.0,0.0,422.0
6.0,1.0,1.0,0.0,0.0,468.0
7.0,1.0,1.0,0.0,0.0,525.0
8.0,1.0,1.0,0.0,0.0,583.0
9.0,1.0,1.0,0.0,0.0,654.0
10.0,1.0,1.0,0.0,0.0,667.0
11.0,1.0,1.0,0.0,0.0,614.0
12.0,1.0,1.0,0.0,0.0,575.0
13.0,1.0,1.0,0.0,0.0,551.0
14.0,1.0,1.0,0.0,0.0,533.0
15.0,1.0,1.0,0.0,0.0,524.0
0.0,1.0,1.0,0.0,0.0,520.0
1.0,1.0,1.0,0.0,0.0,505.0
2.0,1.0,1.0,0.0,0.0,508.0
3.0,1.0,1.0,0.0,0.0,515.0
4.0,1.0,1.0,0.0,0.0,490.0
5.0,1.0,1.0,0.0,0.0,421.0
6.0,1.0,1.0,0.0,0.0,373.0
7.0,1.0,1.0,0.0,0.0,368.0
8.0,1.0,1.0,0.0,0.0,384.0
9.0,1.0,1.0,0.0,0.0,420.0
10.0,1.0,1.0,0.0,0.0,472.0
11.0,1.0,1.0,0.0,0.0,531.0
12.0,1.0,1.0,0.0,0.0,600.0
13.0,1.0,1.0,0.0,0.0,660.0
14.0,1.0,1.0,0.0,0.0,676.0
15.0,1.0,1.0,0.0,0.0,632.0
0.0,1.0,1.0,0.0,0.0,581.0
1.0,1.0,1.0,0.0,0.0,552.0
2.0,1.0,1.0,0.0,0.0,529.0
3.0,1.0,1.0,0.0,0.0,518.0
4.0,1.0,1.0,0.0,0.0,504.0
5.0,1.0,1.0,0.0,0.0,503.0
6.0,1.0,1.0,0.0,0.0,504.0
7.0,1.0,1.0,0.0,0.0,502.0
8.0,1.0,1.0,0.0,0.0,481.0
9.0,1.0,1.0,0.0,0.0,414.0
10.0,1.0,1.0,0.0,0.0,376.0
11.0,1.0,1.0,0.0,0.0,363.0
12.0,1.0,1.0,0.0,0.0,388.0
13.0,1.0,1.0,0.0,0.0,425.0
14.0,1.0,1.0,0.0,0.0,464.0
15.0,1.0,1.0,0.0,0.0,528.0
0.0,1.0,1.0,0.0,0.0,593.0
1.0,1.0,1.0,0.0,0.0,651.0
2.0,1.0,1.0,0.0,0.0,668.0
3.0,1.0,1.0,0.0,0.0,628.0
4.0,1.0,1.0,0.0,0.0,593.0
5.0,1.0,1.0,0.0,0.0,559.0
6.0,1.0,1.0,0.0,0.0,530.0
7.0,1.0,1.0,0.0,0.0,518.0
8.0,1.0,1.0,0.0,0.0,514.0
9.0,1.0,1.0,0.0,0.0,505.0
10.0,1.0,1.0,0.0,0.0,499.0
11.0,1.0,1.0,0.0,0.0,510.0
12.0,1.0,1.0,0.0,0.0,486.0
13.0,1.0,1.0,0.0,0.0,424.0
14.0,1.0,1.0,0.0,0.0,380.0
15.0,1.0,1.0,0.0,0.0,374.0
0.0,1.0,1.0,0.0,0.0,386.0
1.0,1.0,1.0,0.0,0.0,417.0
2.0,1.0,1.0,0.0,0.0,463.0
3.0,1.0,1.0,0.0,0.0,532.0
4.0,1.0,1.0,0.0,0.0,589.0
5.0,1.0,1.0,0.0,0.0,641.0
